日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率市值加权
2026/4/7,4440.62,6560.3,6.54591E+13,5.01221E+13,2.34096E+13,0.0283
2026/4/3,4440.79,6560.45,6.5493E+13,5.01323E+13,2.34151E+13,0.0283
2026/4/2,4478.91,6616.78,6.61411E+13,5.06043E+13,2.36258E+13,0.028
2026/4/1,4526.07,6686.44,6.63776E+13,5.08485E+13,2.38529E+13,0.0279
2026/3/31,4450.05,6574.14,6.57518E+13,5.0204E+13,2.34599E+13,0.0282
2026/3/30,4491.95,6636.04,6.60801E+13,5.04325E+13,2.36507E+13,0.0284
2026/3/27,4502.57,6651.72,6.60569E+13,5.03975E+13,2.36797E+13,0.0289
2026/3/26,4477.53,6614.74,6.58122E+13,5.01574E+13,2.35495E+13,0.0291
2026/3/25,4537.47,6703.28,6.63932E+13,5.06366E+13,2.38518E+13,0.0288
2026/3/24,4474.72,6610.59,6.58227E+13,5.01015E+13,2.353E+13,0.0291
2026/3/23,4418,6526.78,6.5158E+13,4.95704E+13,2.32086E+13,0.0293
2026/3/20,4567.02,6746.93,6.71065E+13,5.11491E+13,2.39884E+13,0.0285
2026/3/19,4583.25,6770.92,6.75443E+13,5.14701E+13,2.40803E+13,0.0284
2026/3/18,4658.33,6881.84,6.79809E+13,5.19815E+13,2.44631E+13,0.0282
2026/3/17,4637.44,6850.97,6.79415E+13,5.18935E+13,2.43675E+13,0.0283
2026/3/16,4671.56,6901.38,6.81487E+13,5.21533E+13,2.4541E+13,0.0282
2026/3/13,4669.14,6897.8,6.81201E+13,5.21773E+13,2.45334E+13,0.0282
2026/3/12,4687.56,6925.01,6.83497E+13,5.23958E+13,2.46259E+13,0.0281
2026/3/11,4704.5,6950.03,6.83498E+13,5.2462E+13,2.47043E+13,0.0281
2026/3/10,4674.76,6906.1,6.78144E+13,5.21024E+13,2.45431E+13,0.0283
2026/3/9,4615.46,6818.49,6.76592E+13,5.18155E+13,2.42177E+13,0.0281
2026/3/6,4660.44,6884.95,6.78479E+13,5.21222E+13,2.44458E+13,0.0281
2026/3/5,4647.69,6866.11,6.78137E+13,5.20555E+13,2.43756E+13,0.0281
2026/3/4,4602.62,6799.53,6.7482E+13,5.17274E+13,2.41445E+13,0.0282
2026/3/3,4655.9,6878.23,6.82701E+13,5.23501E+13,2.44166E+13,0.0279
2026/3/2,4728.67,6985.74,6.82697E+13,5.25774E+13,2.47797E+13,0.0279
2026/2/27,4710.65,6959.11,6.75241E+13,5.21455E+13,2.46896E+13,0.0282
2026/2/26,4726.87,6983.09,6.76303E+13,5.22563E+13,2.47693E+13,0.0281
2026/2/25,4735.89,6996.4,6.78873E+13,5.23956E+13,2.48167E+13,0.028
2026/2/24,4707.54,6954.53,6.76921E+13,5.21725E+13,2.46743E+13,0.0281
2026/2/13,4660.41,6884.89,6.7013E+13,5.17086E+13,2.44401E+13,0.0285
2026/2/12,4719.58,6972.31,6.79376E+13,5.24103E+13,2.47446E+13,0.0281
2026/2/11,4713.82,6962.88,6.80621E+13,5.24777E+13,2.47191E+13,0.0282
2026/2/10,4724.3,6978.22,6.80604E+13,5.25061E+13,2.47713E+13,0.0282
2026/2/9,4719.06,6970.39,6.79294E+13,5.24345E+13,2.47401E+13,0.0282
2026/2/6,4643.6,6858.16,6.71636E+13,5.17736E+13,2.43598E+13,0.0285
2026/2/5,4670.42,6895.07,6.73613E+13,5.1973E+13,2.44942E+13,0.0284
2026/2/4,4698.68,6936.26,6.75882E+13,5.21791E+13,2.46266E+13,0.0283
2026/2/3,4660.11,6879.27,6.68385E+13,5.16487E+13,2.44193E+13,0.0287
2026/2/2,4605.98,6799.36,6.65039E+13,5.12893E+13,2.41483E+13,0.0288
2026/1/30,4706.34,6947.51,6.78092E+13,5.22072E+13,2.46559E+13,0.0283
2026/1/29,4753.87,7017.31,6.84675E+13,5.26946E+13,2.49027E+13,0.028
2026/1/28,4717.99,6964.26,6.79142E+13,5.22873E+13,2.47208E+13,0.0282
2026/1/27,4705.69,6946.1,6.76201E+13,5.2175E+13,2.46665E+13,0.0283
2026/1/26,4706.96,6947.98,6.76578E+13,5.2198E+13,2.46767E+13,0.0283
2026/1/23,4702.5,6941.39,6.73196E+13,5.20128E+13,2.46604E+13,0.0285
2026/1/22,4723.71,6971.03,6.77349E+13,5.22252E+13,2.47661E+13,0.0283
2026/1/21,4723.07,6970.08,6.77785E+13,5.22427E+13,2.4766E+13,0.0283
2026/1/20,4718.88,6963.9,6.79723E+13,5.23684E+13,2.47459E+13,0.0282
2026/1/19,4734.46,6986.89,6.79236E+13,5.23604E+13,2.48232E+13,0.0282
2026/1/16,4731.87,6983.07,6.79536E+13,5.23735E+13,2.4811E+13,0.0282
2026/1/15,4751.43,7008.2,6.83911E+13,5.26655E+13,2.49194E+13,0.028
2026/1/14,4741.93,6994.02,6.85121E+13,5.27213E+13,2.48802E+13,0.028
2026/1/13,4761.03,7020.88,6.89899E+13,5.30602E+13,2.49879E+13,0.0278
2026/1/12,4789.92,7063.39,6.91376E+13,5.32734E+13,2.51443E+13,0.0277
2026/1/9,4758.92,7017.31,6.87654E+13,5.2946E+13,2.49816E+13,0.0279
2026/1/8,4737.65,6985.57,6.84873E+13,5.27008E+13,2.48767E+13,0.028
2026/1/7,4776.67,7043.03,6.89182E+13,5.30408E+13,2.50711E+13,0.0278
2026/1/6,4790.69,7063.68,6.92965E+13,5.3257E+13,2.51501E+13,0.0276
2026/1/5,4717.75,6956.12,6.84127E+13,5.2538E+13,2.47628E+13,0.028
2025/12/31,4629.94,6826.62,6.76457E+13,5.18245E+13,2.43079E+13,0.0283
2025/12/30,4651.28,6858.09,6.7704E+13,5.1922E+13,2.4418E+13,0.0285
2025/12/29,4639.37,6840.53,6.75724E+13,5.1812E+13,2.43594E+13,0.0282
2025/12/26,4657.24,6866.84,6.75212E+13,5.18279E+13,2.44433E+13,0.0282
2025/12/25,4642.54,6845.16,6.74627E+13,5.1807E+13,2.4373E+13,0.0282
2025/12/24,4634.06,6831.51,6.73695E+13,5.17135E+13,2.43276E+13,0.0282
2025/12/23,4620.73,6811.77,6.72711E+13,5.16158E+13,2.42568E+13,0.0283
2025/12/22,4611.62,6798.12,6.70724E+13,5.14673E+13,2.42064E+13,0.0284
2025/12/19,4568.18,6734.07,6.66549E+13,5.10491E+13,2.3993E+13,0.0286
2025/12/18,4552.79,6707.32,6.66226E+13,5.09952E+13,2.39165E+13,0.0285
2025/12/17,4579.88,6745.78,6.66246E+13,5.10848E+13,2.40472E+13,0.0285
2025/12/16,4497.55,6623.39,6.57094E+13,5.03224E+13,2.36289E+13,0.0289
2025/12/15,4552.06,6703.6,6.63087E+13,5.0802E+13,2.39067E+13,0.0287
2025/12/12,4580.95,6743.99,6.59438E+13,5.06626E+13,2.36301E+13,0.0289
2025/12/11,4552.18,6700.71,6.58071E+13,5.05551E+13,2.34868E+13,0.0289
2025/12/10,4591.83,6758.18,6.62454E+13,5.08719E+13,2.36932E+13,0.0288
2025/12/9,4598.22,6767.6,6.6536E+13,5.10804E+13,2.37351E+13,0.0286
2025/12/8,4621.75,6802.13,6.67575E+13,5.1237E+13,2.38458E+13,0.0285
2025/12/5,4584.54,6747.36,6.64652E+13,5.09481E+13,2.36548E+13,0.0286
2025/12/4,4546.57,6691.47,6.61686E+13,5.06875E+13,2.34647E+13,0.0288
2025/12/3,4531.05,6668.62,6.60709E+13,5.0601E+13,2.33857E+13,0.0288
2025/12/2,4554.33,6702.89,6.6464E+13,5.08534E+13,2.35097E+13,0.0286
2025/12/1,4576.49,6735.49,6.66341E+13,5.10036E+13,2.36201E+13,0.0285
2025/11/28,4526.66,6662.16,6.61042E+13,5.05327E+13,2.3367E+13,0.0288
2025/11/27,4515.4,6645.41,6.61244E+13,5.05057E+13,2.33132E+13,0.0288
2025/11/26,4517.63,6648.68,6.60101E+13,5.03971E+13,2.33258E+13,0.0288
2025/11/25,4490.4,6608.54,6.6001E+13,5.03155E+13,2.31888E+13,0.0288
2025/11/24,4448.05,6546.06,6.54656E+13,4.99094E+13,2.29714E+13,0.029
2025/11/21,4453.61,6554.04,6.57686E+13,5.01148E+13,2.30039E+13,0.0289
2025/11/20,4564.95,6717.62,6.70388E+13,5.11878E+13,2.35755E+13,0.0284
2025/11/19,4588.29,6750.96,6.71413E+13,5.13734E+13,2.36878E+13,0.0283
2025/11/18,4568.19,6721.39,6.66467E+13,5.10308E+13,2.35816E+13,0.0285
2025/11/17,4598.05,6764.12,6.70217E+13,5.13447E+13,2.37323E+13,0.0284
2025/11/14,4628.14,6808.31,6.75051E+13,5.16938E+13,2.38902E+13,0.0282
2025/11/13,4702.07,6917.02,6.8303E+13,5.23978E+13,2.42643E+13,0.0278
2025/11/12,4645.91,6834.4,6.78502E+13,5.19754E+13,2.39836E+13,0.028
2025/11/11,4652.17,6843.18,6.76631E+13,5.18793E+13,2.40133E+13,0.0281
2025/11/10,4695.05,6906.26,6.80986E+13,5.22634E+13,2.4232E+13,0.0279
2025/11/7,4678.79,6881.46,6.77228E+13,5.20102E+13,2.41509E+13,0.0281
2025/11/6,4693.4,6902.66,6.79334E+13,5.21802E+13,2.42307E+13,0.028
2025/11/5,4627.26,6805.38,6.72258E+13,5.15839E+13,2.38982E+13,0.0283
2025/11/4,4618.7,6792.68,6.71825E+13,5.15123E+13,2.3855E+13,0.0283
2025/11/3,4653.4,6843.6,6.73356E+13,5.17222E+13,2.40232E+13,0.0282
2025/10/31,4640.67,6824.43,6.69135E+13,5.14576E+13,2.39502E+13,0.0284
2025/10/30,4709.91,6926.26,6.78227E+13,5.22094E+13,2.42756E+13,0.0277
2025/10/29,4747.84,6981.96,6.8228E+13,5.25561E+13,2.44576E+13,0.0275
2025/10/28,4691.97,6899.53,6.77769E+13,5.21071E+13,2.40615E+13,0.0277
2025/10/27,4716.02,6934.01,6.79883E+13,5.22664E+13,2.41601E+13,0.0276
2025/10/24,4660.68,6852.31,6.72234E+13,5.16147E+13,2.38901E+13,0.0279
2025/10/23,4606.34,6767.21,6.67277E+13,5.1179E+13,2.3612E+13,0.0281
2025/10/22,4592.57,6746.87,6.64402E+13,5.09965E+13,2.35383E+13,0.0282
2025/10/21,4607.87,6769.11,6.63706E+13,5.10019E+13,2.36096E+13,0.0283
2025/10/20,4538.22,6666.75,6.55726E+13,5.02838E+13,2.32533E+13,0.0285
2025/10/17,4514.23,6631.03,6.51906E+13,4.99766E+13,2.31235E+13,0.0287
2025/10/16,4618.42,6782.75,6.63454E+13,5.09231E+13,2.36529E+13,0.0282
2025/10/15,4606.29,6763.28,6.58851E+13,5.06177E+13,2.35647E+13,0.0284
2025/10/14,4539.06,6663.26,6.51228E+13,4.99606E+13,2.32261E+13,0.0287
2025/10/13,4593.98,6743.87,6.53292E+13,5.02137E+13,2.34922E+13,0.0286
2025/10/10,4616.83,6776.93,6.55819E+13,5.04625E+13,2.36074E+13,0.0285
2025/10/9,4709.48,6912.51,6.63797E+13,5.11643E+13,2.40745E+13,0.0281
2025/9/30,4640.69,6811.55,6.54954E+13,5.04251E+13,2.3725E+13,0.0285
2025/9/29,4620.05,6779.71,6.53118E+13,5.0273E+13,2.36249E+13,0.0286
2025/9/26,4550.05,6676.92,6.46525E+13,4.96887E+13,2.32697E+13,0.0288
2025/9/25,4593.49,6739.93,6.50666E+13,5.00621E+13,2.34886E+13,0.0287
2025/9/24,4566.07,6699.32,6.48925E+13,4.98972E+13,2.33534E+13,0.0287
2025/9/23,4519.78,6630.7,6.45097E+13,4.95853E+13,2.31258E+13,0.0289
2025/9/22,4522.61,6634.84,6.43225E+13,4.94996E+13,2.31343E+13,0.029
2025/9/19,4501.92,6604.49,6.42694E+13,4.93561E+13,2.30314E+13,0.029
2025/9/18,4498.11,6598.84,6.42714E+13,4.93927E+13,2.30136E+13,0.029
2025/9/17,4551.02,6676.25,6.51794E+13,5.00386E+13,2.32843E+13,0.0286
2025/9/16,4523.34,6634.83,6.48611E+13,4.98253E+13,2.31452E+13,0.0288
2025/9/15,4533.06,6647.73,6.49499E+13,4.98584E+13,2.31954E+13,0.0287
2025/9/12,4522,6631.51,6.4942E+13,4.98358E+13,2.31481E+13,0.0287
2025/9/11,4548.03,6669.26,6.52773E+13,5.00808E+13,2.32827E+13,0.0285
2025/9/10,4445.36,6518.42,6.41861E+13,4.91324E+13,2.27597E+13,0.029
2025/9/9,4436.26,6504.96,6.40033E+13,4.90202E+13,2.27089E+13,0.029
2025/9/8,4467.57,6550.87,6.43812E+13,4.92885E+13,2.28666E+13,0.0289
2025/9/5,4460.32,6540.07,6.43315E+13,4.92336E+13,2.28464E+13,0.0289
2025/9/4,4365.21,6400.17,6.373E+13,4.86587E+13,2.24258E+13,0.0291
2025/9/3,4459.83,6538.13,6.44594E+13,4.9304E+13,2.28948E+13,0.0288
2025/9/2,4490.45,6583.03,6.5061E+13,4.9743E+13,2.30542E+13,0.0285
2025/9/1,4523.71,6631.78,6.50403E+13,4.98558E+13,2.32111E+13,0.0285
2025/8/29,4496.76,6591.65,6.49322E+13,4.95162E+13,2.30516E+13,0.0282
2025/8/28,4463.78,6540.84,6.44999E+13,4.90116E+13,2.28637E+13,0.0283
2025/8/27,4386.13,6427.05,6.37192E+13,4.83441E+13,2.23136E+13,0.0287
2025/8/26,4452.59,6524.31,6.47947E+13,4.91029E+13,2.26483E+13,0.0281
2025/8/25,4469.22,6548.68,6.50534E+13,4.93099E+13,2.27375E+13,0.0279
2025/8/22,4378,6414.12,6.40724E+13,4.84568E+13,2.22712E+13,0.0283
2025/8/21,4288.07,6281.17,6.30634E+13,4.76338E+13,2.18186E+13,0.0288
2025/8/20,4271.4,6256.68,6.27486E+13,4.7413E+13,2.17397E+13,0.0289
2025/8/19,4223.37,6185.28,6.21249E+13,4.69079E+13,2.14987E+13,0.0291
2025/8/18,4239.41,6208.37,6.22295E+13,4.69362E+13,2.15766E+13,0.029
2025/8/15,4202.35,6154.1,6.18364E+13,4.69385E+13,2.13917E+13,0.0292
2025/8/14,4173.31,6110.92,6.16689E+13,4.67753E+13,2.12489E+13,0.0293
2025/8/13,4176.58,6114.81,6.16686E+13,4.67767E+13,2.12649E+13,0.0293
2025/8/12,4143.83,6066.67,6.14748E+13,4.65546E+13,2.11016E+13,0.0294
2025/8/11,4122.51,6035.47,6.1076E+13,4.60391E+13,2.09891E+13,0.0295
2025/8/8,4104.97,6009.78,6.10799E+13,4.59763E+13,2.0906E+13,0.0295
2025/8/7,4114.67,6021.72,6.11769E+13,4.60065E+13,2.09562E+13,0.0294
2025/8/6,4113.49,6019.99,6.10608E+13,4.59189E+13,2.09483E+13,0.0295
2025/8/5,4103.45,6005.31,6.09481E+13,4.58006E+13,2.08982E+13,0.0295
2025/8/4,4070.7,5957.38,6.03654E+13,4.53521E+13,2.07271E+13,0.0298
2025/8/1,4054.93,5934.19,6.01223E+13,4.52147E+13,2.06477E+13,0.0299
2025/7/31,4075.59,5964.36,6.04483E+13,4.54711E+13,2.07511E+13,0.0298
2025/7/30,4151.24,6073.86,6.12736E+13,4.60464E+13,2.11277E+13,0.0293
2025/7/29,4152.02,6074.94,6.10933E+13,4.5906E+13,2.11292E+13,0.0294
2025/7/28,4135.82,6050.25,6.10142E+13,4.57585E+13,2.10487E+13,0.0294
2025/7/25,4127.16,6036.08,6.09692E+13,4.57033E+13,2.10034E+13,0.0294
2025/7/24,4149.04,6065.46,6.13192E+13,4.59304E+13,2.111E+13,0.0292
2025/7/23,4119.77,6022.19,6.11187E+13,4.57377E+13,2.09625E+13,0.0293
2025/7/22,4118.96,6020.61,6.10453E+13,4.57035E+13,2.09555E+13,0.0294
2025/7/21,4085.61,5971.02,6.06995E+13,4.53844E+13,2.07944E+13,0.0295
2025/7/18,4058.55,5930.93,6.04228E+13,4.51328E+13,2.06599E+13,0.0297
2025/7/17,4034.49,5888.84,6.00925E+13,4.4855E+13,2.05414E+13,0.0298
2025/7/16,4007.2,5845.41,5.9961E+13,4.47092E+13,2.04073E+13,0.0299
2025/7/15,4019.06,5859.99,6.01005E+13,4.48425E+13,2.04718E+13,0.0298
2025/7/14,4017.67,5856.98,6.02113E+13,4.48903E+13,2.04683E+13,0.0297
2025/7/11,4014.81,5850.28,6.01148E+13,4.48081E+13,2.04563E+13,0.0298
2025/7/10,4010.02,5835.13,6.02577E+13,4.487E+13,2.0441E+13,0.0297
2025/7/9,3991.4,5804.94,5.99275E+13,4.4616E+13,2.03407E+13,0.0299
2025/7/8,3998.45,5814.49,5.99061E+13,4.46416E+13,2.03791E+13,0.0299
2025/7/7,3965.17,5766.06,5.95535E+13,4.43253E+13,2.02097E+13,0.0301
2025/7/4,3982.2,5788.3,5.9745E+13,4.44792E+13,2.02906E+13,0.03
2025/7/3,3968.07,5767.32,5.94045E+13,4.4236E+13,2.02165E+13,0.0301
2025/7/2,3943.68,5731.18,5.92497E+13,4.40613E+13,2.00932E+13,0.0302
2025/7/1,3942.76,5729.84,5.92224E+13,4.40294E+13,2.00865E+13,0.0302
2025/6/30,3936.08,5719.97,5.90067E+13,4.38727E+13,2.00481E+13,0.0303
2025/6/27,3921.76,5693.88,5.87938E+13,4.37243E+13,1.99755E+13,0.0304
2025/6/26,3946.02,5725.13,5.94229E+13,4.41578E+13,2.01091E+13,0.0301
2025/6/25,3960.07,5739.45,5.94812E+13,4.42008E+13,2.015E+13,0.0301
2025/6/24,3904.03,5653.7,5.88843E+13,4.37684E+13,1.98878E+13,0.0304
2025/6/23,3857.9,5586.72,5.82324E+13,4.33059E+13,1.96557E+13,0.0307
2025/6/20,3846.64,5569.69,5.79847E+13,4.31469E+13,1.95928E+13,0.0309
2025/6/19,3843.09,5559.32,5.78525E+13,4.30782E+13,1.95744E+13,0.0309
2025/6/18,3874.97,5604.74,5.80669E+13,4.33439E+13,1.9735E+13,0.0308
2025/6/17,3870.38,5596.8,5.79156E+13,4.32542E+13,1.97088E+13,0.0309
2025/6/16,3873.8,5601.24,5.76413E+13,4.32211E+13,1.97256E+13,0.031
2025/6/13,3864.18,5587.06,5.70322E+13,4.29881E+13,1.96078E+13,0.0314
2025/6/12,3892.2,5625.02,5.72883E+13,4.32256E+13,1.97447E+13,0.0312
2025/6/11,3894.63,5621.83,5.7376E+13,4.32668E+13,1.97557E+13,0.0312
2025/6/10,3865.47,5577.66,5.70079E+13,4.29677E+13,1.9608E+13,0.0314
2025/6/9,3885.25,5606.2,5.72157E+13,4.31307E+13,1.97058E+13,0.0313
2025/6/6,3873.98,5589.55,5.71713E+13,4.3053E+13,1.96476E+13,0.0313
2025/6/5,3877.56,5591.12,5.71761E+13,4.30438E+13,1.96646E+13,0.0313
2025/6/4,3868.74,5577.59,5.70436E+13,4.2939E+13,1.96188E+13,0.0314
2025/6/3,3852.01,5553.47,5.68862E+13,4.28027E+13,1.95357E+13,0.0314
2025/5/30,3840.23,5536.49,5.6705E+13,4.26953E+13,1.9468E+13,0.0315
2025/5/29,3858.7,5562.33,5.68277E+13,4.28347E+13,1.95586E+13,0.0315
2025/5/28,3836.24,5529.53,5.66214E+13,4.2652E+13,1.94466E+13,0.0316
2025/5/27,3839.4,5533.66,5.66611E+13,4.26443E+13,1.94628E+13,0.0316
2025/5/26,3860.11,5563.42,5.68245E+13,4.28014E+13,1.9563E+13,0.0315
2025/5/23,3882.27,5594.98,5.71069E+13,4.30233E+13,1.96746E+13,0.0313
2025/5/22,3913.87,5639.93,5.75631E+13,4.33893E+13,1.98352E+13,0.0311
2025/5/21,3916.38,5643.36,5.75657E+13,4.33841E+13,1.98427E+13,0.0311
2025/5/20,3898.17,5615.6,5.73005E+13,4.31755E+13,1.97525E+13,0.0313
2025/5/19,3877.15,5584.44,5.69987E+13,4.29941E+13,1.96493E+13,0.0314
2025/5/16,3889.09,5601.47,5.71597E+13,4.31332E+13,1.97081E+13,0.0313
2025/5/15,3907.2,5627.52,5.7497E+13,4.34089E+13,1.98035E+13,0.0312
2025/5/14,3943.21,5678.15,5.78791E+13,4.37032E+13,1.99838E+13,0.031
2025/5/13,3896.26,5610,5.72065E+13,4.31823E+13,1.97476E+13,0.0313
2025/5/12,3890.61,5601.37,5.70466E+13,4.30584E+13,1.97156E+13,0.0314
2025/5/9,3846.16,5537.16,5.66072E+13,4.26684E+13,1.94893E+13,0.0316
2025/5/8,3852.9,5545.54,5.66247E+13,4.26618E+13,1.95186E+13,0.0316
2025/5/7,3831.63,5514.93,5.64535E+13,4.24943E+13,1.94079E+13,0.0317
2025/5/6,3808.54,5481.7,5.59423E+13,4.21292E+13,1.92849E+13,0.032
2025/4/30,3770.57,5427.04,5.5543E+13,4.18067E+13,1.9094E+13,0.0323
2025/4/29,3775.08,5432.28,5.59018E+13,4.2005E+13,1.89601E+13,0.0324
2025/4/28,3781.62,5441.68,5.60902E+13,4.2143E+13,1.89631E+13,0.0325
2025/4/25,3786.99,5449.41,5.60183E+13,4.21362E+13,1.89852E+13,0.0328
2025/4/24,3784.36,5444.93,5.60896E+13,4.21903E+13,1.89675E+13,0.0328
2025/4/23,3786.88,5448.56,5.59653E+13,4.21064E+13,1.89722E+13,0.0329
2025/4/22,3783.95,5444.34,5.60301E+13,4.21118E+13,1.89428E+13,0.0329
2025/4/21,3784.88,5442.39,5.58731E+13,4.20186E+13,1.89445E+13,0.033
2025/4/18,3772.52,5424.62,5.59335E+13,4.19295E+13,1.88255E+13,0.0331
2025/4/17,3772.22,5422.76,5.58656E+13,4.19119E+13,1.88191E+13,0.0331
2025/4/16,3772.82,5423.53,5.58659E+13,4.19148E+13,1.89474E+13,0.0331
2025/4/15,3761.23,5406.12,5.5506E+13,4.16662E+13,1.889E+13,0.0333
2025/4/14,3759.14,5403.11,5.53146E+13,4.15481E+13,1.88771E+13,0.0336
2025/4/11,3750.52,5390.71,5.50281E+13,4.13838E+13,1.88212E+13,0.0338
2025/4/10,3735.12,5368.58,5.48946E+13,4.12936E+13,1.86167E+13,0.0338
2025/4/9,3686.79,5299.12,5.4452E+13,4.08881E+13,1.83737E+13,0.0341
2025/4/8,3650.76,5247.33,5.41296E+13,4.06038E+13,1.82073E+13,0.0343
2025/4/7,3589.44,5159.2,5.30773E+13,3.98258E+13,1.79072E+13,0.035
2025/4/3,3861.5,5550.24,5.64954E+13,4.25628E+13,1.92521E+13,0.0329
2025/4/2,3884.39,5583.13,5.65728E+13,4.26905E+13,1.93674E+13,0.0329
2025/4/1,3887.68,5587.87,5.65632E+13,4.2694E+13,1.93838E+13,0.0329
2025/3/31,3887.31,5586.83,5.66349E+13,4.27005E+13,1.93873E+13,0.0329
2025/3/28,3915.17,5626.88,5.67525E+13,4.2887E+13,1.95204E+13,0.0355
2025/3/27,3932.41,5651.48,5.70848E+13,4.31074E+13,1.96101E+13,0.0355
2025/3/26,3919.36,5632.72,5.68641E+13,4.29736E+13,1.95361E+13,0.0364
2025/3/25,3932.3,5651.32,5.69989E+13,4.30867E+13,1.9614E+13,0.0363
2025/3/24,3934.85,5654.99,5.69363E+13,4.3032E+13,1.96228E+13,0.0363
2025/3/21,3914.7,5626.02,5.66407E+13,4.28084E+13,1.95207E+13,0.0366
2025/3/20,3974.99,5712.68,5.73322E+13,4.33708E+13,1.98192E+13,0.0361
2025/3/19,4010.17,5763.23,5.77443E+13,4.37057E+13,1.99964E+13,0.0358
2025/3/18,4007.72,5759.72,5.76392E+13,4.3659E+13,1.9972E+13,0.0358
2025/3/17,3996.79,5744,5.7599E+13,4.36267E+13,1.99178E+13,0.0358
2025/3/14,4006.56,5758.04,5.74532E+13,4.35346E+13,1.99597E+13,0.0361
2025/3/13,3911.58,5621.54,5.63314E+13,4.26345E+13,1.94914E+13,0.0368
2025/3/12,3927.23,5644.04,5.63944E+13,4.26966E+13,1.95616E+13,0.0368
2025/3/11,3941.42,5664.42,5.66354E+13,4.28813E+13,1.96282E+13,0.0366
2025/3/10,3928.8,5646.3,5.63815E+13,4.27288E+13,1.95659E+13,0.0367
2025/3/7,3944.01,5668.16,5.6679E+13,4.29333E+13,1.96443E+13,0.0365
2025/3/6,3956.24,5685.72,5.68158E+13,4.30224E+13,1.96996E+13,0.0365
2025/3/5,3902.57,5608.6,5.63033E+13,4.25667E+13,1.94406E+13,0.0368
2025/3/4,3885.22,5583.66,5.59026E+13,4.23183E+13,1.93499E+13,0.0371
2025/3/3,3888.47,5588.34,5.61933E+13,4.24997E+13,1.94195E+13,0.0369
2025/2/28,3890.05,5590.6,5.62932E+13,4.25318E+13,1.94224E+13,0.0368
2025/2/27,3968.12,5702.8,5.72123E+13,4.32513E+13,1.98025E+13,0.0362
2025/2/26,3959.94,5691.05,5.70222E+13,4.31014E+13,1.97564E+13,0.0363
2025/2/25,3925.65,5641.77,5.66378E+13,4.27958E+13,1.95866E+13,0.0366
2025/2/24,3969.72,5705.1,5.72766E+13,4.32611E+13,1.98068E+13,0.0362
2025/2/21,3978.44,5717.64,5.75001E+13,4.33589E+13,1.98573E+13,0.036
2025/2/20,3928.9,5646.43,5.69865E+13,4.30427E+13,1.96316E+13,0.0364
2025/2/19,3940.16,5662.62,5.71596E+13,4.26969E+13,1.96871E+13,0.0362
2025/2/18,3912.78,5623.27,5.69731E+13,4.25253E+13,1.9555E+13,0.0364
2025/2/17,3947.4,5673.02,5.7252E+13,4.27593E+13,1.97178E+13,0.0362
2025/2/14,3939.01,5660.96,5.71639E+13,4.26973E+13,1.96828E+13,0.0362
2025/2/13,3905.14,5612.29,5.67678E+13,4.23963E+13,1.95135E+13,0.0365
2025/2/12,3919.86,5633.45,5.68986E+13,4.24783E+13,1.95859E+13,0.0364
2025/2/11,3883.14,5580.67,5.64371E+13,4.21483E+13,1.94012E+13,0.0367
2025/2/10,3901.06,5606.43,5.64379E+13,4.21975E+13,1.94881E+13,0.0367
2025/2/7,3892.7,5594.42,5.62957E+13,4.21496E+13,1.94493E+13,0.0368
2025/2/6,3842.83,5522.74,5.57827E+13,4.16968E+13,1.92085E+13,0.0371
2025/2/5,3795.08,5454.12,5.52472E+13,4.1284E+13,1.89739E+13,0.0375
2025/1/27,3817.08,5485.73,5.57972E+13,4.17021E+13,1.90877E+13,0.0371
2025/1/24,3832.86,5508.03,5.57006E+13,4.16201E+13,1.91583E+13,0.0372
2025/1/23,3803.74,5462.78,5.54642E+13,4.13188E+13,1.90144E+13,0.0373
2025/1/22,3797.02,5451.05,5.50779E+13,4.10814E+13,1.89725E+13,0.0376
2025/1/21,3832.61,5501.25,5.55974E+13,4.15075E+13,1.9153E+13,0.0372
2025/1/20,3829.68,5496.99,5.57009E+13,4.15316E+13,1.91398E+13,0.0372
2025/1/17,3812.34,5471.55,5.56997E+13,4.14636E+13,1.90605E+13,0.0372
2025/1/16,3800.38,5454.27,5.56763E+13,4.14231E+13,1.9004E+13,0.0372
2025/1/15,3796.03,5448.01,5.54909E+13,4.13227E+13,1.89699E+13,0.0373
2025/1/14,3820.54,5483.19,5.57413E+13,4.15366E+13,1.90866E+13,0.0371
2025/1/13,3722.51,5342.51,5.46216E+13,4.06204E+13,1.8597E+13,0.0379
2025/1/10,3732.48,5356.81,5.483E+13,4.07686E+13,1.86449E+13,0.0377
2025/1/9,3779.88,5423.17,5.54886E+13,4.12463E+13,1.88828E+13,0.0373
2025/1/8,3789.22,5436.57,5.58475E+13,4.14717E+13,1.89296E+13,0.0371
2025/1/7,3796.11,5444.91,5.57914E+13,4.14957E+13,1.89593E+13,0.0371
2025/1/6,3768.97,5404.64,5.54857E+13,4.12853E+13,1.88299E+13,0.0373
2025/1/3,3775.16,5413.52,5.56111E+13,4.13263E+13,1.88585E+13,0.0372
2025/1/2,3820.4,5478.38,5.61852E+13,4.17511E+13,1.908E+13,0.0368
2024/12/31,3934.91,5642.6,5.78329E+13,4.29745E+13,1.96482E+13,0.0357
